,order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
262569,22408471,264426,78211,54491,94812,1,1,1,84470,tutor,algebra,7339,12106,45,MasterySection,7339,166.0,Algebraic Solving,47664,5056,0,2,84470,54443,,-11,0,,1,1.0
13229,30431950,272454,86384,35979,56175,1,0,2,39447,tutor,algebra,10296,12315,51,MasterySection,5977,5.0,Number Line,45778,5056,0,5,44111,31683,,4,0,,12,12.0
494778,23224462,263248,80350,36953,58152,0,0,3,83440,tutor,algebra,5918,12466,7,MasterySection,5918,,,48003,1998,3,3,107987,30050,,46,0,1.0,34,
241819,28230491,270537,83177,46525,84733,1,1,1,42377,tutor,algebra,6854,11816,111,MasterySection,6854,85.0,Absolute Value,22763,73,0,3,42377,29914,,15,0,,1,1.0
186153,34333297,280034,78587,46767,85095,1,1,1,74770,tutor,algebra,7201,12375,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,74770,46397,,13.16,0,,21,21.0
41155,33161541,271226,79063,36785,57536,1,1,1,8352,tutor,algebra,5870,12352,243,MasterySection,5870,11.0,Venn Diagram,42999,2770,0,0,8352,30041,,6,0,,7,7.0
16036,28587375,270967,78418,36904,57945,1,1,1,25915,tutor,algebra,9656,12455,25,MasterySection,5918,9.0,Stem and Leaf Plot,49076,5177,0,0,25915,30048,,32,0,,4,4.0
165799,24784400,266604,83641,47572,86173,1,1,1,4331,tutor,algebra,8463,12634,9,MasterySection,6896,65.0,Least Common Multiple,54767,5117,0,5,4331,29957,,10,0,,6,6.0
257803,26649396,267250,84573,51656,90980,1,0,7,65051,tutor,algebra,7157,12661,8,MasterySection,7033,94.0,,55425,5056,3,3,72972,48523,,93,0,1.0,15,15.0
240884,36122334,282739,79896,34310,53621,1,1,1,13797,tutor,algebra,5959,12473,13,MasterySection,5959,85.0,Absolute Value,24116,76,0,0,13797,30524,,23,0,,2,2.0
473269,32060285,274349,78910,73524,136037,1,0,2,498266,tutor,fill_in_1,9913,12885,55,MasterySection,9913,,,42999,2770,0,2,502538,73254,,-(3(a^5))/(2(b^5),0,,125,64.0
423867,38145236,291430,96260,55619,97761,0,1,1,35201,tutor,choose_1,5968,14415,81,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,0,35201,54697,177910.0,,0,,22,
277328,24580491,266598,83635,50793,89707,1,1,1,4531,tutor,algebra,8436,12634,3,MasterySection,7012,277.0,Addition and Subtraction Integers,54767,5117,0,4,4531,29881,,-2,0,,2,2.0
147902,32289218,276974,79674,43564,78859,1,1,1,26203,tutor,choose_1,6402,12436,23,MasterySection,6402,51.0,Ordering Integers,43007,2770,0,7,26203,41552,134754.0,,0,,3,3.0
464487,36395688,285856,77899,34649,54168,0,1,1,5288,tutor,algebra,5965,14033,4,MasterySection,5965,,,48183,139,0,3,5288,30015,,-60,0,,1102,
485748,31751053,271996,79069,74283,137968,0,0,20,11239,tutor,algebra,9881,12886,36,MasterySection,9881,,,42999,2770,1,4,52562,30003,,14-Jul,0,0.0,48,
418466,30487692,272338,86552,49452,88137,1,0,2,8156,tutor,algebra,10251,12963,17,MasterySection,10251,311.0,Equation Solving Two or Fewer Steps,45671,5049,1,3,103266,46281,,-1,0,0.0,16,16.0
476379,31139489,270299,78974,41963,74340,0,0,2,34954,tutor,fill_in_1,6109,12351,159,MasterySection,6094,,,42999,2770,0,3,39550,31062,,8,0,,58,
505315,33912274,273602,85721,89485,166450,1,1,1,31216,tutor,algebra,10446,12872,38,MasterySection,10446,,,45671,5049,0,3,31216,68669,,y=0x-5,0,,134,119.0
26367,38161834,290769,96297,36473,56769,1,1,1,17931,tutor,algebra,5922,14414,219,MasterySection,5922,10.0,Table,69274,2770,0,0,17931,30369,,49,0,,17,17.0
324784,33641606,279730,78496,52037,91361,1,1,1,13011,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,13011,30009,,54,0,,178,178.0
214628,29489878,265375,79007,53499,93470,1,0,3,19063,tutor,algebra,7229,12438,6,MasterySection,7118,77.0,Finding Percents,23907,76,3,3,55315,52571,,,1,1.0,8,8.0
27520,34286857,280033,78503,53224,93184,1,1,1,64443,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,64443,52495,,6,0,,16,16.0
280732,32008694,271491,87992,50747,89661,1,0,3,79755,tutor,algebra,7012,12925,2,MasterySection,7012,277.0,Addition and Subtraction Integers,57560,5260,0,4,92435,29881,,-17,0,,3,3.0
320462,38258123,291410,96249,43143,77518,0,1,1,10640,tutor,algebra,6274,14415,101,MasterySection,6272,294.0,Area Irregular Figure,69274,2770,0,4,10640,31691,,10,0,,11,
99166,34957665,268017,79016,42660,75617,1,1,1,18476,tutor,algebra,6182,12351,104,MasterySection,6181,40.0,Circumference ,42999,2770,0,4,18476,31689,,5,0,,13,13.0
177920,35112946,281003,78536,47167,85683,1,1,1,37781,tutor,algebra,7201,12262,25,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,37781,46399,,38.76,0,,163,163.0
203622,33763900,277549,70730,44434,80382,1,1,1,7015,tutor,algebra,6472,13241,57,MasterySection,6472,75.0,Square Root,22763,73,0,0,7015,41938,,4,0,,39,39.0
166200,31031249,273071,87499,47538,86139,1,0,11,15734,tutor,algebra,7196,12995,6,MasterySection,6896,65.0,Least Common Multiple,58725,5373,0,5,80186,29957,,18,0,,1,1.0
224052,21977847,263953,81470,40729,71370,1,0,2,25118,tutor,algebra,6058,12515,5,MasterySection,6058,79.0,Proportion,45671,5049,0,4,39385,30908,,42,0,,1,1.0
520558,38291232,291381,96262,31342,46903,0,0,2,3756,tutor,algebra,5897,14415,128,MasterySection,5897,,,69274,2770,0,3,19010,30304,,21,0,,126,
126055,36637858,286968,92249,47321,85839,1,1,1,7617,tutor,algebra,6876,14020,139,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,7617,29869,,21/100,0,,188,188.0
253406,35235528,280417,88479,51396,90623,1,0,1,2584,tutor,algebra,7023,13257,8,MasterySection,7023,92.0,Pattern Finding ,60450,5448,2,2,7706,47763,,,1,1.0,62,26.0
278471,24804387,266897,84082,51041,89955,1,1,1,52933,tutor,algebra,7160,12617,3,MasterySection,7014,277.0,Addition and Subtraction Integers,54857,5056,0,2,52933,29951,,-2,0,,4,4.0
264819,32655772,276941,88128,49841,88539,1,0,2,46403,tutor,algebra,9861,13214,4,MasterySection,9861,276.0,Multiplication and Division Positive Decimals,60029,5448,6,6,107669,29942,,,1,1.0,3,3.0
229592,21866273,262748,78907,38304,61448,1,1,1,34089,tutor,algebra,6022,12352,40,MasterySection,6022,81.0,Unit Rate,42999,2770,0,0,34089,30306,,0.28,0,,4,4.0
517598,38275575,290888,96232,41555,72820,0,1,1,8824,tutor,algebra,6072,14414,105,MasterySection,6072,,,69274,2770,0,3,8824,32876,,15,0,,10,
480574,33277012,274328,79013,73346,135857,1,0,1,25539,tutor,fill_in_1,9902,12887,42,MasterySection,9902,,,42999,2770,3,3,42671,61252,,,1,1.0,256,80.0
441772,33704160,279733,78571,52326,91660,1,1,1,106250,tutor,algebra,7220,12262,5,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,3,106250,47492,,3,0,,72,72.0
480221,31516473,272008,79012,74225,137804,1,1,1,27030,tutor,algebra,9882,12887,35,MasterySection,9882,,,42999,2770,0,0,27030,58408,,9-Jan,0,,144,21.0
196182,28890877,271290,78461,34332,53709,1,1,1,5057,tutor,algebra,9795,12455,26,MasterySection,5959,74.0,Subtraction Whole Numbers,49076,5177,0,0,5057,30525,,0,0,,8,8.0
235385,31806270,274494,79738,48752,87432,1,1,1,3654,tutor,algebra,6921,12437,15,MasterySection,6921,83.0,Divisibility Rules,43007,2770,0,3,3654,46304,,24,0,,19,19.0
84219,36389439,285723,92249,76071,143071,1,1,1,8446,tutor,algebra,9278,14020,6,MasterySection,9278,26.0,Angles on Parallel Lines Cut by a Transversal,58932,4780,0,3,8446,70459,,60,0,,166,166.0
274727,21604139,262830,81081,50804,89718,1,0,2,63134,tutor,algebra,7475,12237,2,MasterySection,7012,277.0,Addition and Subtraction Integers,48181,139,3,3,104937,29882,,,1,1.0,1,1.0
217945,31964855,276518,87937,57804,108897,1,1,1,100103,tutor,algebra,6009,13157,4,MasterySection,6009,77.0,Finding Percents,59938,5448,0,0,100103,55690,,66,0,,2,2.0
523849,38197948,290765,96286,41756,73673,0,0,2,3760,tutor,fill_in_1,6094,14414,230,MasterySection,6094,,,69274,2770,0,2,5601,30424,,25-Jan,0,,183,
286089,36362244,285720,92249,34487,53912,1,1,1,5490,tutor,fill_in_1,5961,14020,3,MasterySection,5961,277.0,Addition and Subtraction Integers,58932,4780,0,3,5490,29949,,-12,0,,613,613.0
279835,29076079,271355,85947,51003,89917,1,0,5,7745,tutor,algebra,7014,12924,3,MasterySection,7014,277.0,Addition and Subtraction Integers,57560,5260,0,4,79751,29950,,19,0,,10,10.0
209332,32858043,277512,78647,37870,60155,1,0,8,1610,tutor,fill_in_1,6011,13241,20,MasterySection,6011,76.0,,22763,73,6,6,240595,30480,,,1,1.0,1,1.0
107899,29406464,270547,75169,38070,61118,1,1,1,12459,tutor,algebra,6018,11816,121,MasterySection,6018,47.0,Conversion of Fraction Decimals Percents,22763,73,0,5,12459,29866,,83,0,,19,19.0
6642,30411288,271904,79013,78333,147971,1,1,1,46007,tutor,algebra,9873,12887,18,MasterySection,9873,2.0,Circle Graph,42999,2770,0,0,46007,78167,,44,0,,9,9.0
144414,27198413,266607,83638,39163,65809,1,1,1,13361,tutor,choose_1,8465,12634,12,MasterySection,6038,50.0,Ordering Fractions,54767,5117,0,0,13361,30766,103564.0,,0,,13,13.0
522583,38236588,290765,96278,41745,73630,0,1,1,7507,tutor,algebra,6094,14414,230,MasterySection,6094,,,69274,2770,0,4,7507,30423,,25-Feb,0,,142,
366503,35118392,281002,78559,52306,91640,1,1,0,15,tutor,algebra,7220,12262,24,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,15,31687,,6.28,0,,10,10.0
210717,32418968,277512,80807,37799,60084,1,1,1,18976,tutor,fill_in_1,6011,13241,20,MasterySection,6011,76.0,,22763,73,0,6,18976,30478,,5:02,0,,10,10.0
141931,21982031,261351,79415,38601,62544,1,1,1,60306,tutor,choose_1,6039,12361,12,MasterySection,6039,50.0,Ordering Fractions,45671,5049,0,0,60306,30450,95507.0,,0,,14,14.0
196964,26594897,266692,78979,32174,49368,0,1,1,86135,tutor,algebra,5925,12351,88,MasterySection,5925,74.0,Subtraction Whole Numbers,42999,2770,0,3,86135,30036,,2000,0,,19,
157125,38291486,291501,96262,32137,49280,1,1,1,39903,tutor,fill_in_1,5924,14415,8,MasterySection,5924,58.0,Addition Whole Numbers,69274,2770,0,4,39903,30336,,140,0,,6,6.0
168354,21786604,262773,78992,34593,54108,1,1,1,79812,tutor,algebra,5964,12351,31,MasterySection,5964,67.0,Multiplication Fractions,42999,2770,0,2,79812,29862,,2 1/3,0,,5,5.0
23285,33509355,279135,79681,36497,56841,1,0,1,68425,tutor,algebra,5922,12436,42,MasterySection,5922,10.0,Table,43007,2770,0,0,68430,36483,,38,0,,10,10.0
293868,33992154,277509,70816,34767,54462,1,0,1,28109,tutor,algebra,5966,13241,17,MasterySection,5966,279.0,Multiplication and Division Integers,22763,73,4,4,36243,30726,,,1,1.0,6,6.0
151034,31775330,274944,79740,43661,78959,1,0,2,42477,tutor,choose_1,6402,12437,25,MasterySection,6402,53.0,Ordering Real Numbers,43007,2770,0,7,45041,42863,135124.0,,0,,2,2.0
434917,36390591,285722,92247,75193,140074,1,1,1,4545,tutor,choose_1,9245,14020,5,MasterySection,9245,314.0,"Angles - Obtuse, Acute, and Right",58932,4780,0,2,4545,63251,257428.0,,0,,4,4.0
431608,33296101,279073,89156,57487,108245,0,1,1,860,tutor,choose_1,5969,13286,21,MasterySection,5969,312.0,Equation Solving More Than Two Steps,59882,5260,0,0,860,55835,198858.0,,0,,9,
140977,21727368,262769,78973,55654,97900,1,1,1,8124,tutor,algebra,5952,12351,23,MasterySection,5952,50.0,Ordering Fractions,42999,2770,0,0,8124,54699,,7-Apr,0,,27,27.0
493449,24348857,266770,80117,34320,53663,0,1,1,3297,tutor,algebra,5959,12640,2,MasterySection,5959,,,23907,76,0,2,3297,30525,,17,0,,8,
141520,20724733,262726,79057,39236,66079,1,1,1,7891,tutor,choose_1,6039,12352,12,MasterySection,6039,50.0,Ordering Fractions,42999,2770,0,0,7891,30522,104230.0,,0,,6,6.0
86329,35168524,271254,78970,44306,80044,1,0,1,4449,tutor,fill_in_1,6467,12351,177,MasterySection,6467,27.0,Pythagorean Theorem,42999,2770,5,5,138008,42087,,,1,1.0,58,58.0
446384,31992602,271623,71740,37505,59639,0,0,1,2136,tutor,algebra,5974,11816,208,MasterySection,5974,325.0,Write Linear Equation from Graph,22763,73,3,4,30805,30985,,,1,0.0,44,
383075,33702719,279733,78555,50926,89840,1,1,1,25768,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,25768,47492,,4,0,,94,94.0
133293,20799322,262917,79000,33774,53011,1,1,1,8968,tutor,algebra,6828,12438,2,MasterySection,5954,49.0,Ordering Positive Decimals,23907,76,0,0,8968,29952,,9,0,,5,5.0
491718,33635141,279140,79678,31330,46868,0,0,2,60590,tutor,algebra,5913,12436,47,MasterySection,5897,,,43007,2770,2,4,97703,30328,,10,0,0.0,44,
502246,30996419,273139,85109,31663,48128,0,1,1,5586,tutor,algebra,10450,12455,34,MasterySection,5919,,,49076,5177,0,3,5586,30551,,8000,0,,20,
85344,28909398,271256,78073,44392,80280,1,1,1,8374,tutor,choose_1,6471,12351,178,MasterySection,6471,27.0,Pythagorean Theorem,42999,2770,0,5,8374,42214,138528.0,,0,,2,2.0
290872,25330395,267350,83355,34570,54031,1,0,1,11652,tutor,algebra,8429,12634,26,MasterySection,5962,278.0,Addition and Subtraction Positive Decimals,54767,5117,0,0,11665,30677,,0.6,0,,3,3.0
317803,38175699,291502,96298,37225,58811,1,1,1,17295,tutor,algebra,5960,14415,27,MasterySection,5960,280.0,Addition and Subtraction Fractions,69274,2770,0,3,17295,30649,,20/2,0,,5,5.0
321775,33650087,279732,78519,50407,89300,1,1,1,18338,tutor,algebra,7212,12262,6,MasterySection,6272,295.0,Area Parallelogram,46174,5056,0,3,18338,30011,,98,0,,38,38.0
254627,38148861,290767,96222,31732,48496,0,1,1,46238,tutor,algebra,5915,14414,224,MasterySection,5915,92.0,Pattern Finding ,69274,2770,0,3,46238,30036,,122200,0,,2,
135735,26398011,267351,83632,39551,66474,1,1,1,2681,tutor,choose_1,8430,12634,27,MasterySection,6040,49.0,Ordering Positive Decimals,54767,5117,0,0,2681,29895,105352.0,,0,,5,5.0
407881,26822166,267966,78915,55616,97747,1,0,1,30355,tutor,algebra,7630,12352,142,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,42999,2770,0,3,30462,54697,,4.5,0,,31,22.0
124915,36368835,285721,92246,47288,85806,1,1,1,7836,tutor,algebra,6876,14020,4,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,7836,29869,,49/100,0,,272,272.0
314364,31390338,273184,87088,47920,86523,1,1,1,44187,tutor,algebra,10471,12801,3,MasterySection,6910,280.0,Addition and Subtraction Fractions,57045,5307,0,4,44187,46266,,4 13/20,0,,18,18.0
380089,33667989,279733,78536,50961,89875,1,1,1,26479,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,26479,47492,,2,0,,416,416.0
446388,31992666,271623,71740,37537,59766,1,0,1,33540,tutor,algebra,5974,11816,208,MasterySection,5974,325.0,Write Linear Equation from Graph,22763,73,0,0,33550,30988,,y=5/2x+-6,0,,48,15.0
257285,21030717,260457,78723,55407,97280,1,1,1,24032,tutor,algebra,7337,12317,21,MasterySection,7337,94.0,,47664,5056,0,0,24032,55401,,27,0,,3,3.0
434602,36377629,285722,92246,75237,140118,1,0,2,3572,tutor,choose_1,9245,14020,5,MasterySection,9245,314.0,"Angles - Obtuse, Acute, and Right",58932,4780,0,2,5874,63249,257496.0,,0,,23,23.0
129440,33533991,279153,79738,53485,93456,1,1,1,14207,tutor,algebra,7118,12437,59,MasterySection,7118,48.0,Equivalent Fractions,43007,2770,0,3,14207,52571,,90,0,,3,3.0
4149,32867814,277547,71881,52643,92323,1,0,2,60808,tutor,algebra,6850,13241,55,MasterySection,6850,2.0,Circle Graph,22763,73,3,3,80449,30037,,4.3,0,1.0,2,2.0
183969,35119381,281003,78565,46495,84703,1,1,1,53345,tutor,algebra,7201,12262,25,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,53345,46399,,37.74,0,,356,356.0
284482,36467494,285958,92246,34502,53927,1,1,1,8056,tutor,fill_in_1,5961,14020,45,MasterySection,5961,277.0,Addition and Subtraction Integers,58932,4780,0,8,8056,29950,,15,0,,1765,1765.0
381168,33666048,279733,78542,50918,89832,1,1,1,86547,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,86547,47492,,6,0,,67,67.0
40570,28110244,270273,78990,31357,46947,1,0,1,35188,tutor,algebra,5897,12351,130,MasterySection,5897,11.0,Venn Diagram,42999,2770,0,0,35266,30304,,11,0,,14,14.0
293289,38211723,290628,96296,77721,147289,1,1,1,21999,tutor,algebra,9369,14412,10,MasterySection,9369,278.0,Addition and Subtraction Positive Decimals,69274,2770,0,2,21999,77711,,-2.2,0,,7,7.0
211415,38159544,291496,96233,37797,60082,1,1,1,156695,tutor,fill_in_1,6011,14415,42,MasterySection,6011,76.0,,69274,2770,0,6,156695,30478,,5:03,0,,3,3.0
259917,27838217,265342,78918,57425,107960,1,0,0,969,tutor,algebra,5969,12352,75,MasterySection,5969,101.0,,42999,2770,0,0,969,55834,,,2,,11,11.0
281288,32581016,271492,88910,51021,89935,1,0,2,47912,tutor,algebra,7014,12925,3,MasterySection,7014,277.0,Addition and Subtraction Integers,57560,5260,3,4,97445,29950,,,1,0.0,5,5.0
150496,29980512,270574,73685,43618,78916,1,1,1,19713,tutor,choose_1,6402,11816,148,MasterySection,6402,53.0,Ordering Real Numbers,22763,73,0,4,19713,42049,134951.0,,0,,17,17.0
183043,35118266,281003,78561,47500,86101,1,0,4,16,tutor,algebra,7201,12262,25,MasterySection,7201,70.0,Percent Of,46174,5056,4,4,45485,46397,,9.99,0,1.0,323,323.0
191585,25430426,266710,81930,40716,71357,1,1,1,26589,tutor,fill_in_1,7842,12542,34,MasterySection,6057,70.0,Percent Of,52667,2770,0,5,26589,30907,,144,0,,7,7.0
242253,31841352,275985,84828,34316,53645,1,1,1,19072,tutor,algebra,5959,13146,2,MasterySection,5959,85.0,Absolute Value,59882,5260,0,0,19072,30524,,21,0,,2,2.0
206096,31795308,274907,79627,44500,80742,1,1,1,115617,tutor,fill_in_1,6473,12436,16,MasterySection,6473,75.0,Square Root,43007,2770,0,0,115617,42206,,72,0,,7,7.0
456355,34929093,278471,89095,35313,55089,1,1,1,27031,tutor,algebra,5972,13356,19,MasterySection,5972,368.0,Solving for a variable,61241,5386,0,4,27031,30843,,-47,0,,3,3.0
169281,26321923,268047,80617,48293,86903,1,1,1,9531,tutor,algebra,8902,12574,20,MasterySection,6916,67.0,Multiplication Fractions,11804,76,0,3,9531,46274,,25-Jun,0,,7,7.0
355425,33724082,279730,78590,52071,91395,1,1,1,23890,tutor,algebra,7212,12375,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,23890,30010,,25,0,,208,208.0
523137,38309245,290645,96282,73395,135908,1,1,1,20306,tutor,fill_in_1,9904,14413,52,MasterySection,9904,,,69274,2770,0,3,20306,60183,,3/(2(b^7)),0,,152,75.0
268225,36369620,285790,77118,34449,53874,1,1,1,4992,tutor,fill_in_1,5961,14033,2,MasterySection,5961,277.0,Addition and Subtraction Integers,48183,139,0,3,4992,29948,,14,0,,1816,1816.0
525309,38161034,290642,96297,73296,135799,1,1,1,12357,tutor,fill_in_1,9907,14413,55,MasterySection,9907,,,69274,2770,0,0,12357,59347,,2/(a^3),0,,12,10.0
137137,38140369,290986,96221,39537,66460,1,1,1,11938,tutor,choose_1,6040,14414,5,MasterySection,6040,49.0,Ordering Positive Decimals,69274,2770,0,1,11938,29895,105310.0,,0,,2,2.0
149799,36647736,286975,92490,34027,53272,1,0,43,30988,tutor,algebra,11754,12914,2,MasterySection,11754,51.0,Ordering Integers,57560,5260,3,3,182089,29900,,"-9,-3,2,8",0,1.0,1,1.0
101034,38134335,291404,96267,51953,91277,1,1,1,54097,tutor,algebra,7037,14415,107,MasterySection,7037,42.0,Perimeter of a Polygon,69274,2770,0,4,54097,46338,,21,0,,2,2.0
116918,30386574,272670,81209,46671,84959,1,1,1,3568,tutor,algebra,10357,12455,30,MasterySection,6849,47.0,Conversion of Fraction Decimals Percents,49076,5177,0,2,3568,29874,,0.25,0,,7,7.0
236976,29872503,270581,73685,52144,91468,1,0,2,43438,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,53620,46303,,5*2*2,0,,1,1.0
142670,32178360,276973,79627,55655,97904,1,1,1,7984,tutor,algebra,5952,12436,22,MasterySection,5952,50.0,Ordering Fractions,43007,2770,0,0,7984,54699,,6-May,0,,4,4.0
512416,32909847,278361,89167,34575,54054,0,0,4,31127,tutor,algebra,5962,13286,4,MasterySection,5962,,,59882,5260,0,3,56935,30677,,14.1,0,,9,
472547,31998453,274322,78905,73414,135927,1,0,3,73523,tutor,fill_in_1,9904,12886,52,MasterySection,9904,,,42999,2770,3,3,113537,60146,,-2/(3(b^7))(c^5),0,1.0,113,71.0
324916,33641929,279730,78498,52034,91358,1,1,1,39498,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,39498,30009,,32,0,,130,130.0
394538,24608687,263398,75361,32977,51162,1,0,3,14937,tutor,algebra,5946,12481,2,MasterySection,5946,309.0,"Order of Operations +,-,/,* () positive reals",22763,73,0,3,48405,29981,,-238,0,,4,2.0
61939,33579892,279156,79741,53655,93626,1,1,1,33678,tutor,algebra,7120,12437,62,MasterySection,7120,16.0,Counting Methods,43007,2770,0,2,33678,52590,,60,0,,1,1.0
391687,34287779,279728,78927,50895,89809,1,1,1,42584,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,42584,31688,,125,0,,209,209.0
369372,33721417,279728,78582,50850,89764,1,1,1,145371,tutor,algebra,7220,12375,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,145371,31687,,230.79,0,,21,21.0
218626,38171639,291366,96235,53452,93423,1,1,1,22635,tutor,algebra,7118,14415,147,MasterySection,7118,77.0,Finding Percents,69274,2770,0,3,22635,52571,,45,0,,4,4.0
285177,36353046,285718,92248,46608,84896,1,1,1,3345,tutor,algebra,7012,14020,1,MasterySection,7012,277.0,Addition and Subtraction Integers,58932,4780,0,4,3345,29881,,2,0,,67,67.0
252953,33190653,279079,83939,51423,90671,1,0,2,20632,tutor,algebra,7023,13286,27,MasterySection,7023,92.0,Pattern Finding ,59882,5260,3,3,40045,47965,,90000,0,1.0,6,6.0
343593,24212340,266402,78906,42882,76255,0,1,1,4079,tutor,algebra,6272,12352,100,MasterySection,6272,297.0,Area Trapezoid,42999,2770,0,2,4079,31690,,12,0,,21,
381664,33823347,279733,78546,50903,89817,1,1,1,65312,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,65312,31688,,84,0,,65,65.0
129188,34892759,270288,79032,53451,93422,1,1,1,56109,tutor,algebra,7118,12351,149,MasterySection,7118,48.0,Equivalent Fractions,42999,2770,0,3,56109,52571,,45,0,,9,9.0
39836,33010749,271226,78905,36816,57629,1,1,1,11329,tutor,algebra,5870,12352,243,MasterySection,5870,11.0,Venn Diagram,42999,2770,0,0,11329,30046,,16,0,,3,3.0
1693,35413813,281757,82391,33153,51438,1,1,1,4906,tutor,algebra,6344,12953,7,MasterySection,6344,1.0,Box and Whisker,53103,5177,0,3,4906,30799,,23,0,,16,16.0
490763,33631150,279135,79613,36454,56714,0,1,1,5148,tutor,algebra,5922,12436,42,MasterySection,5922,,,43007,2770,0,4,5148,30369,,49,0,,8,
171008,34608748,276943,88127,48193,86798,1,0,1,5002,tutor,algebra,9865,13214,6,MasterySection,9865,67.0,Multiplication Fractions,60029,5448,3,3,20354,29862,,,1,1.0,4,4.0
399234,21855139,262780,79023,46446,84644,1,1,1,4429,tutor,algebra,6848,12351,34,MasterySection,6848,310.0,Order of Operations All,42999,2770,0,3,4429,29981,,12,0,,1,1.0
42597,26090117,263873,81481,36802,57587,1,1,1,19562,tutor,algebra,5870,12512,147,MasterySection,5870,11.0,Venn Diagram,52749,73,0,0,19562,30046,,16,0,,3,3.0
174385,34292578,280036,78512,47497,86098,1,1,1,49832,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,49832,46397,,23.85,0,,116,116.0
47931,34370495,277629,73684,51827,91151,1,0,2,57702,tutor,algebra,7035,13241,137,MasterySection,7035,13.0,Median,22763,73,0,3,116638,50237,,47,0,,11,11.0
370074,33722268,279728,78590,50851,89765,1,1,1,134093,tutor,algebra,7220,12375,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,134093,31687,,192.325,0,,62,62.0
308637,21768162,262787,79015,47974,86579,1,1,1,145698,tutor,algebra,6913,12351,29,MasterySection,6913,280.0,Addition and Subtraction Fractions,42999,2770,0,4,145698,46267,,Sep-56,0,,7,7.0
259661,38173701,291417,96258,37514,59674,1,1,1,96671,tutor,algebra,5974,14415,94,MasterySection,5974,99.0,,69274,2770,0,0,96671,30861,,y=3/10x-6,0,,1,1.0
210213,21688634,262738,79060,37774,60059,1,0,3,88567,tutor,fill_in_1,6011,12352,35,MasterySection,6011,76.0,,42999,2770,3,6,150046,30305,,7:05,0,0.0,2,2.0
398436,20873378,262840,78283,32959,51100,1,1,1,20878,tutor,algebra,6992,12315,5,MasterySection,5942,310.0,Order of Operations All,45778,5056,0,0,20878,30078,,133,0,,2,2.0
29577,34293695,280037,78524,53264,93224,1,1,1,79384,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,79384,52497,,21,0,,50,50.0
336526,36427529,285725,92246,92974,173305,1,1,1,3840,tutor,algebra,10857,14020,8,MasterySection,10857,296.0,Area Rectangle,58932,4780,0,0,3840,60097,,77,0,,117,91.0
45776,31358568,270953,79585,53630,93601,1,1,1,90000,tutor,algebra,7119,12873,21,MasterySection,7119,12.0,Mean,45671,5049,0,4,90000,52589,,35.89,0,,2,2.0
485064,32878443,274322,79063,73406,135919,1,0,3,52604,tutor,fill_in_1,9904,12886,52,MasterySection,9904,,,42999,2770,3,3,83523,60184,,2(b^4)/-(3(a^6)),0,1.0,162,73.0
141600,26682415,267965,79062,56253,99360,1,1,1,129398,tutor,choose_1,7629,12352,141,MasterySection,5951,50.0,Ordering Fractions,42999,2770,0,0,129398,55826,180679.0,,0,,12,12.0
429162,28616277,265365,79016,57410,107885,1,1,1,110901,tutor,algebra,5969,12351,62,MasterySection,5969,312.0,Equation Solving More Than Two Steps,42999,2770,0,0,110901,55833,,-6.666666667,0,,30,12.0
